iata,icao,name,location,latitude,longitude,website,city,country,country_iso,phone
CEU,KCEU,Oconee County Regional Airport,"Clemson, South Carolina, United States",34.671246,-82.88523,http://www.clemson.edu/visit/transportation.html,Seneca,United States,US,
CEV,KCEV,Mettel Field,"Connersville, Indiana, United States",39.69819,-85.13108,,Connersville,United States,US,+1 765-825-5581
MIQ,KMLE,Millard Airport (FAA: MLE),"Omaha, Nebraska, United States",41.195103,-96.113525,https://www.oracleaviation.com/,Omaha,United States,US,+1 402-934-5300
MDX,SATM,Mercedes Airport,"Mercedes, Corrientes, Argentina",-37.673756,144.85573,http://www.mbmelbourneairport.com.au/,Melbourne Airport,Australia,AU,+61 3 8346 6100
MED,OEMA,Prince Mohammad bin Abdulaziz Airport,"Medina, Saudi Arabia",24.553741,39.71508,http://www.tibahairports.com/,Medina,Saudi Arabia,SA,+966 14 813 9999
PLM,WIPP,Sultan Mahmud Badaruddin II International Airport,"Palembang, Indonesia",-2.8966715,104.6992,http://smbadaruddin2-airport.co.id/id/information/contact,,Indonesia,ID,+62 711 385000
PLN,KPLN,Pellston Regional Airport (Emmet County),"Pellston, Michigan, United States",45.57149,-84.78619,http://www.pellstonairport.com/,Pellston,United States,US,+1 231-539-8441
PLO,YPLC,Port Lincoln Airport,"Port Lincoln, South Australia, Australia",-34.603592,135.87622,http://www.lowereyrepeninsula.sa.gov.au/page.aspx?u=340,North Shields,Australia,AU,+61 8 8684 3400
PLS,MBPV,Providenciales International Airport,"Providenciales, British Overseas Territoryof Turks and Caicos Islands",21.776346,-72.27133,http://provoairport.com/,,Turks and Caicos Islands,TC,+1 649-946-4420
PLW,WAFF,Mutiara Airport,"Palu, Indonesia",-0.9186115,119.90645,http://dephub.go.id/org/bandaramutiara/home,,Indonesia,ID,+62 451 481702
PLZ,FAPE,Port Elizabeth Airport,"Port Elizabeth, South Africa",-33.98727,25.614294,http://www.airports.co.za/airports/port-elizabeth,Port Elizabeth,South Africa,ZA,+27 41 507 7319
PMC,SCTE,El Tepual Airport,"Puerto Montt, Chile",-41.433514,-73.098724,http://www.aeropuertoeltepual.cl/,Puerto Montt,Chile,CL,+56 65 229 4161
PMI,LEPA,Palma de Mallorca Airport,"Palma de Mallorca, Balearic Islands, Spain",39.551743,2.7361648,http://www.aena.es/es/aeropuerto-palma-mallorca/index.html,Palma,Spain,ES,+34 902 40 47 04
PNH,VDPP,Phnom Penh International Airport,"Phnom Penh, Cambodia",11.552743,104.844475,https://pnh.cambodia-airports.aero/en/flight/information-arrivals-and-departures,Phnom Penh,Cambodia,KH,+855 23 862 800
PNI,PTPN,Pohnpei International Airport,"Pohnpei, Federated States of Micronesia",6.985323,158.20909,http://www.ppa.fm/,,Federated States of Micronesia,FM,+91 90349 83808
BSQ,,Bisbee Municipal Airport (FAA: P04),"Bisbee, Arizona, United States",31.37157,-109.88483,http://www.bisbeeaz.gov/2165/Airport,Bisbee,United States,US,+1 520-432-6030
AMF,AYAA,Ama Airport,"Ama, Papua New Guinea",35.220325,-101.70745,http://fly-ama.com/,Amarillo,United States,US,+1 806-335-1671
SVY,,Savo Airport,"Savo Island, Solomon Islands",0.0,0.0,,,,,
VAO,AGGV,Suavanao Airport,"Suavanao, Solomon Islands",-7.587017,158.72816,,Suavanao,Solomon Islands,SB,
YAU,,Kattiniq/Donaldson Airport (TC: CTP9),"Raglan Mine, Quebec, Canada",61.66177,-73.32017,,,Canada,CA,
YAD,,Moose Lake Airport (TC: CJB4),"Moose Lake, Manitoba, Canada",46.419167,-92.804085,http://co.carlton.mn.us/613/Moose-Lake-Carlton-County-Airport,Moose Lake,United States,US,+1 218-384-9150
YAX,,Angling Lake/Wapekeka Airport (TC: CKB6),"Wapekeka, Ontario, Canada",53.842056,-89.574455,,,Canada,CA,
BBV,DIGN,Nero-Mer Airport,"Grand-Béréby, Ivory Coast",4.645679,-6.921903,,Bereby,Côte d'Ivoire,CI,
BST,OABT,Bost Airport,"Lashkar Gah (Bost), Afghanistan",31.566471,64.36233,,Lashkar Gah,Afghanistan,AF,+93 78 999 9334
BSU,FZEN,Basankusu Airport,"Basankusu, Democratic Republic of the Congo",1.2246217,19.787815,,Basankusu,Democratic Republic of the Congo,CD,
CEW,KCEW,Bob Sikes Airport,"Crestview, Florida, United States",30.777103,-86.52465,http://www.flycew.com/,Crestview,United States,US,+1 850-651-7160
BSM,OINJ,Bishe Kola Air Base,"Amol, Iran",36.655758,52.348698,,Bishe Kola,Iran,IR,
CEY,KCEY,Murray-Calloway County Airport,"Murray, Kentucky, United States",36.663567,-88.37085,http://www.murraykyleoakley.com/,Murray,United States,US,+1 270-489-2414
LYT,,Lady Elliot Island Airport,"Lady Elliot Island, Queensland, Australia",-24.112976,152.71553,,,Australia,AU,
BSO,RPUO,Basco Airport,"Basco, Philippines",20.451561,121.98067,,Basco,Philippines,PH,
CFQ,,Creston Aerodrome (TC: CAJ3),"Creston, British Columbia, Canada",49.036945,-116.49834,http://www.crestonairport.ca/,Creston,Canada,CA,+1 250-428-2733
YHD,CYHD,Dryden Regional Airport,"Dryden, Ontario, Canada",49.831745,-92.74454,http://www.dryden.ca/city_services/dryden_regional_airport/,Dryden,Canada,CA,+1 807-937-4959
YIK,CYIK,Ivujivik Airport,"Ivujivik, Quebec, Canada",62.415554,-77.92549,http://www.airinuit.com/,Ivujivik,Canada,CA,+1 819-922-3065
DJN,,Delta Junction Airport (FAA: D66),"Delta Junction, Alaska, United States",64.05133,-145.72963,http://www.faa.gov/about/office_org/headquarters_offices/ato/service_units/systemops/fs/alaskan/alaska/fai/arpt_photo/tanvly/d66/,Delta Junction,United States,US,+1 907-895-4876
MOQ,FMMV,Morondava Airport,"Morondava, Madagascar",-20.287155,44.316883,,Morondava,Madagascar,MG,+261 32 40 766 82
MOT,KMOT,Minot International Airport,"Minot, North Dakota, United States",48.25597,-101.28791,http://whyflyminot.com/,Minot,United States,US,+1 701-857-4724
MOV,YMRB,Moranbah Airport,"Moranbah, Queensland, Australia",-22.058863,148.07607,,Moranbah,Australia,AU,+61 437 297 839
MPH,RPVE,Godofredo P. Ramos Airport (Caticlan Airport),"Malay, Philippines",11.925305,121.95351,http://www.transaire.com.ph/,Malay,Philippines,PH,
ACJ,VCCA,Anuradhapura Airport,"Anuradhapura, Sri Lanka",8.301563,80.42718,,Anuradhapura,Sri Lanka,LK,+94 375 871 180
ACM,,Arica Airport,"Arica, Colombia",-18.349466,-70.33463,http://www.chacalluta.cl/,,Chile,CL,+56 58 221 2773
ACU,,Achutupo Airport,"Achutupo, Panama",9.188728,-77.99407,,,Panama,PA,
ADA,LTAF,Adana Şakirpaşa Airport,"Adana, Turkey",36.985855,35.288155,http://adana.dhmi.gov.tr/havaalanlari/sayfa.aspx?hv=7&mnu=1299,,Turkey,TR,+90 322 435 03 80
ADE,OYAA,Aden International Airport,"Aden, Yemen",12.825377,45.03709,,Aden,Yemen,YE,+967 774 866 418
ADF,LTCP,Adıyaman Airport,"Adıyaman, Turkey",37.73427,38.471996,http://www.adiyaman.dhmi.gov.tr/,,Turkey,TR,+90 416 244 22 12
ADN,SKAN,Andes Airport,"Andes, Colombia",0.0,0.0,,,,,
ADR,KPHH,Robert F. Swinnie Airport (FAA: PHH),"Andrews, South Carolina, United States",33.451466,-79.52635,http://www.georgetowncountyairport.com/andrewsairport.html,Andrews,United States,US,+1 843-545-3638
ADZ,SKSP,Gustavo Rojas Pinilla International Airport,"San Andres Island, Colombia",12.586117,-81.702156,"http://www.aerocivil.gov.co/aeropuertos/Pages/San-Andr%C3%A9s,-Gustavo-Rojas-Pinilla.aspx",,Colombia,CO,+57 8 5126112
BWC,KBWC,Brawley Municipal Airport,"Brawley, California, United States",32.98993,-115.51346,,Brawley,United States,US,+1 760-344-4581
BWD,KBWD,Brownwood Regional Airport,"Brownwood, Texas, United States",31.794977,-98.955574,http://www.brownwoodtexas.gov/163/Airport,Brownwood,United States,US,+1 325-643-1482
BWN,WBSB,Brunei International Airport,"Bandar Seri Begawan, Brunei",4.945566,114.93306,http://www.civil-aviation.gov.bn/,Bandar Seri Begawan,Brunei,BN,+673 233 0142
BWO,UWSB,Balakovo Airport,"Balakovo, Saratov Oblast, Russia",0.0,0.0,,,,,
CGG,,Casiguran Airport,"Casiguran, Philippines",16.194218,122.064926,,Casiguran,Philippines,PH,
CGH,SBSP,São Paulo–Congonhas Airport,"São Paulo, São Paulo, Brazil",-23.627325,-46.656586,http://www.infraero.com.br/index.php/br/aeroportos/sao-paulo/aeroporto-de-sao-paulo-congonhas.html,,Brazil,BR,+55 11 5090-9000
CGJ,,Kasompe Airport,"Chingola, Zambia",-12.572072,27.89341,,Chingola,Zambia,ZM,
MPL,LFMT,Montpellier–Méditerranée Airport (Fréjorgues Airport),"Montpellier, Languedoc-Roussillon, France",43.579597,3.9652371,http://www.montpellier.aeroport.fr/,,France,FR,+33 4 67 20 85 00
AHM,,Ashland Municipal Airport (FAA: S03),"Ashland, Oregon, United States",42.189632,-122.65995,,Ashland,United States,US,+1 541-482-7675
CDY,RPMU,Cagayan de Sulu Airport,"Mapun, Philippines",7.013352,118.49625,,Mapun,Philippines,PH,
MRJ,MHMA,Marcala Airport,"Marcala, Honduras",0.0,0.0,,,,,
KMR,AYRI,Karimui Airport,"Karimui, Papua New Guinea",-6.551971,144.85551,,,Papua New Guinea,PG,
CEB,RPVM,Mactan–Cebu International Airport,"Lapu-Lapu, Philippines",10.310656,123.980225,http://www.mciaa.gov.ph/,Lapu-Lapu City,Philippines,PH,+63 32 340 2486
CEC,KCEC,Del Norte County Airport (Jack McNamara Field),"Crescent City, California, United States",41.777664,-124.235695,http://flycrescentcity.com/,Crescent City,United States,US,+1 707-464-7288
CEI,VTCT,Chiang Rai International Airport (Mae Fah Luang Int'l),"Chiang Rai, Thailand",19.95437,99.87901,https://chiangraiairportthai.com/,Ban Du - Rim Kok,Thailand,TH,+66 53 798 000
LMG,,Lamassa Airport,"Lamassa, Papua New Guinea",0.0,0.0,,,,,
CGZ,KCGZ,Casa Grande Municipal Airport,"Casa Grande, Arizona, United States",32.955223,-111.76089,https://casagrandeaz.gov/municipal-airport/,Casa Grande,United States,US,+1 520-426-3616
CHH,SPPY,Chachapoyas Airport,"Chachapoyas, Peru",-6.206854,-77.85245,,Chachapoyas,Peru,PE,+51 972 751 585
CHJ,FVCH,Chipinge Airport,"Chipinge, Zimbabwe",0.0,0.0,,,,,
CHK,KCHK,Chickasha Municipal Airport,"Chickasha, Oklahoma, United States",35.090977,-97.96593,http://www.chickasha.org/,Chickasha,United States,US,+1 405-222-6006
AHS,MHAH,Ahuas Airport,"Ahuas, Honduras",15.761854,-84.54245,,Brus Laguna,Honduras,HN,
AIF,SNAX,Assis Airport (former ICAO: SBAS),"Assis, São Paulo, Brazil",-22.637737,-50.453156,http://www.daesp.sp.gov.br/aeroporto-detalhe/?id=845,,Brazil,BR,+55 18 3322-5941
MRK,KMKY,Marco Island Airport (FAA: MKY),"Marco Island, Florida, United States",25.995834,-81.673004,http://www.colliergov.net/your-government/divisions-a-e/airport-authority/marco-island-executive-airport,Naples,United States,US,+1 239-394-3355
AIL,,Ailigandí Airport,"Ailigandí, Panama",0.0,0.0,,,,,
AIS,NGTR,Arorae Island Airport,"Arorae Island, Kiribati",-2.6162481,176.80211,,,Kiribati,KI,
MRL,,Miners Lake Airport,"Miners Lake, Queensland, Australia",0.0,0.0,,,,,
AJA,LFKJ,Ajaccio Napoleon Bonaparte Airport,"Ajaccio, Corsica, France",41.920216,8.794628,http://www.2a.cci.fr/Aeroport-Napoleon-Bonaparte-Ajaccio.html,Ajaccio,France,FR,+33 4 95 23 56 56
AJF,OESK,Al-Jawf Domestic Airport,"Sakakah, Al Jawf, Saudi Arabia",29.788502,40.10202,https://gaca.gov.sa/,Sakaka,Saudi Arabia,SA,+966 14 624 2766
AJI,LTCO,Ağrı Airport,"Ağrı, Turkey",39.65457,43.020874,http://www.agri.dhmi.gov.tr/,,Turkey,TR,+90 472 216 04 00
AJK,OIHR,Arak Airport,"Arak, Iran",34.13384,49.842762,http://arak.airport.ir/,Arak,Iran,IR,+98 86 3368 0029
AJS,,Punta Abreojos Airstrip,"Punta Abreojos, Baja California Sur, Mexico",26.717302,-113.57434,,Punta Abreojos,Mexico,MX,
AKA,ZLAK,Ankang Wulipu Airport,"Ankang, Shaanxi, China",32.707447,108.939125,http://www.cwag-ak.com/,Ankang,China,CN,
AKD,VAAK,Akola Airport,"Akola, Maharashtra, India",20.696182,77.05907,http://www.aai.aero/,Akola,India,IN,+91 724 225 8197
ASF,URWA,Narimanovo Airport,"Astrakhan, Astrakhan Oblast, Russia",46.287037,47.99988,http://аэропортастрахань.рф/,Astrakhan,Russia,RU,+7 851 239-33-17
CLQ,MMIA,Licenciado Miguel de la Madrid Airport,"Colima City, Colima, Mexico",19.280561,-103.57736,http://www.asa.gob.mx/,,Mexico,MX,
CLR,KCLR,Cliff Hatfield Memorial Airport,"Calipatria, California, United States",33.13,-115.52167,,Calipatria,United States,US,+1 760-348-4141
FRK,FSSF,Frégate Island Airport,"Frégate Island, Seychelles",-4.5820084,55.944378,http://www.fregate.com/,,Seychelles,SC,
FSL,,Fossil Downs Airport,"Fossil Downs Station, Western Australia, Australia",-18.179577,125.56302,https://www.sdwk.wa.gov.au/our-community/facilities/airports/fitzroy-crossing-yftz,Fitzroy Crossing,Australia,AU,+61 8 9191 0999
GSL,,Taltheilei Narrows Airport[2] (TC: CFA7),"Taltheilei Narrows, Northwest Territories, Canada",0.0,0.0,,,,,
SDK,WBKS,Sandakan Airport,"Sandakan, Sabah, Malaysia",5.8974776,118.06163,http://www.malaysiaairports.com.my/index.php/domestic/sandakan-airport,Sandakan,Malaysia,MY,+60 89-667 786
AEB,ZGBS,Baise Bama Airport,"Baise, Guangxi, China",23.716698,106.97122,,Baise Shi,China,CN,+86 776 323 3666
YSX,,Bella Bella/Shearwater Water Aerodrome (TC: CAW8),"Bella Bella, British Columbia, Canada",52.14991,-128.08307,,,Canada,CA,
LSJ,,Long Island Airport,"Long Island, Papua New Guinea",40.79482,-73.100586,http://www.macarthurairport.com/,Ronkonkoma,United States,US,+1 631-467-3300
MUL,KMUL,Spence Airport,"Moultrie, Georgia, United States",0.0,0.0,,,,,
MVQ,UMOO,Mogilev Airport,"Mogilev, Belarus",53.95824,30.09785,http://www.ban.by/ru/2010-06-10-12-43-31.html,Mogilev,Belarus,BY,+375 222 29-95-01
MUO,KMUO,Mountain Home Air Force Base,"Mountain Home, Idaho, United States",43.044415,-115.86198,,Mountain Home Air Force Base,United States,US,
CLS,KCLS,Chehalis-Centralia Airport,"Chehalis, Washington, United States",46.676876,-122.98284,http://www.ci.chehalis.wa.us/airport,Chehalis,United States,US,+1 360-748-1230
CLU,KBAK,Columbus Municipal Airport (FAA: BAK),"Columbus, Indiana, United States",39.99994,-82.88718,http://flycolumbus.com/,Columbus,United States,US,+1 614-239-4000
CLV,SWKN,Caldas Novas Airport,"Caldas Novas, Goiás, Brazil",-17.725328,-48.614822,,,Brazil,BR,+55 64 3454-1126
CLW,KCLW,Clearwater Air Park,"Clearwater, Florida, United States",27.975695,-82.75632,http://www.clearwaterairpark.net/,Clearwater,United States,US,+1 727-443-3433
CLX,SATC,Clorinda Airport,"Clorinda, Formosa, Argentina",-25.30338,-57.73457,,Clorinda,Argentina,AR,
CLY,LFKC,Calvi – Sainte-Catherine Airport,"Calvi, Corsica, France",42.52528,8.790031,http://www.calvi.aeroport.fr/,Calvi,France,FR,+33 4 95 65 88 88
CLZ,SVCL,Calabozo Airport,"Calabozo, Venezuela",8.925325,-67.414345,,Calabozo,Venezuela,VE,
CMC,SNWC,Camocim Airport,"Camocim, Ceará, Brazil",-2.8992486,-40.855984,,,Brazil,BR,
CMD,YCTM,Cootamundra Airport,"Cootamundra, New South Wales, Australia",-34.628784,148.03473,,Cootamundra,Australia,AU,
CME,MMCE,Ciudad del Carmen International Airport,"Ciudad del Carmen, Campeche, Mexico",18.65106,-91.80244,,Ciudad del Carmen,Mexico,MX,+52 938 382 0413
CMF,LFLB,Chambéry-Savoie Airport,"Chambéry, Rhône-Alpes, France",45.63802,5.8839135,http://www.chambery-airport.com/,Viviers-du-Lac,France,FR,+33 4 79 54 49 54
CMH,KCMH,John Glenn Columbus International Airport,"Columbus, Ohio, United States",39.99994,-82.88718,http://flycolumbus.com/,Columbus,United States,US,+1 614-239-4000
MUW,DAOV,Ghriss Airport,"Ghriss, Algeria",35.20627,0.1537348,http://www.egsaoran.com/,格里斯,Algeria,DZ,+213 45 81 91 92
AMP,FMSY,Ampanihy Airport,"Ampanihy, Madagascar",0.0,0.0,,,,,
ASL,KASL,Harrison County Airport,"Marshall, Texas, United States",40.23819,-81.01259,http://www.harrisoncountyohio.org/harrison-county-court,Cadiz,United States,US,+1 740-942-2316
ASN,KASN,Talladega Municipal Airport,"Talladega, Alabama, United States",33.571472,-86.053154,http://www.talladega.com/default.asp?ID=305&pg=Airport,Talladega,United States,US,+1 256-761-4815
ASX,KASX,John F. Kennedy Memorial Airport,"Ashland, Wisconsin, United States",46.54861,-90.91889,http://www.coawi.org/city-departments/airport/,Ashland,United States,US,+1 715-682-7070
ASY,KASY,Ashley Municipal Airport,"Ashley, North Dakota, United States",46.02772,-99.35667,,Ashley,United States,US,+1 701-288-3194
ATG,,PAF Base Minhas,"Attock, Pakistan",33.86493,72.41546,,Kamra Kalan,Pakistan,PK,
ATI,SUAG,Artigas International Airport,"Artigas, Uruguay",-30.399202,-56.510723,http://www.dinacia.gub.uy/aeropuertos-uruguayos/aeropuertos-internacionales/item/255-suag.html,Artigas,Uruguay,UY,+55 47723971
ATJ,FMME,Antsirabe Airport,"Antsirabe, Madagascar",-19.83728,47.065247,http://www.transport.gov.mg/,Antsirabe,Madagascar,MG,
ATM,SBHT,Altamira Airport,"Altamira, Pará, Brazil",-3.2535655,-52.24909,http://www4.infraero.gov.br/aeroportos/aeroporto-de-altamira-para,,Brazil,BR,+55 93 3515-1976
ATO,KUNI,Ohio University Airport (Snyder Field) (FAA: UNI),"Athens / Albany, Ohio, United States",39.21072,-82.22375,http://www.ohio.edu/airport,Albany,United States,US,+1 740-597-2600
ATX,,Atbasar Airport,"Atbasar, Kazakhstan",0.0,0.0,,,,,
BFO,FVCZ,Buffalo Range Airport,"Chiredzi, Zimbabwe",-21.008862,31.578362,http://www.caaz.co.zw/,,Zimbabwe,ZW,+263 31 2720
GHA,DAUG,Noumérat – Moufdi Zakaria Airport,"Ghardaïa, Algeria",32.37849,3.8015246,http://www.egsa-alger.dz/,Ghardaia,Algeria,DZ,+213 29 29 55 21
MUY,FCBM,Mouyondzi Airport,"Mouyondzi, Republic of the Congo",-4.0147624,13.967337,,,Republic of the Congo,CG,
MVA,BIRL,Mývatn Airport,"Mývatn, Iceland",65.65403,-16.919718,http://www.myflug.is/,,Iceland,IS,+354 464 4400
MVB,FOON,M'Vengue El Hadj Omar Bongo Ondimba International Airport,"Franceville, Gabon",-1.65,13.433333,,,Gabon,GA,
MVC,KMVC,Monroe County Airport,"Monroeville, Alabama, United States",39.14663,-86.61409,,Bloomington,United States,US,+1 812-825-5406
MTP,KMTP,Montauk Airport,"Montauk, New York, United States",41.07639,-71.92066,http://www.faa.gov/airports/airport_safety/airportdata_5010/menu/contacts.cfm?Region=&District=&State=NY&County=&City=MONTAUK&Use=&Certification=,Montauk,United States,US,+1 631-668-3738
CPV,SBKG,Campina Grande Airport (Presidente João Suassuna Airport),"Campina Grande, Paraíba, Brazil",-7.2688785,-35.89402,http://www4.infraero.gov.br/aeroportos/aeroporto-de-campina-grande-presidente-joao-suassuna,,Brazil,BR,+55 83 3332-9023
ANJ,FCBZ,Zanaga Airport,"Zanaga, Republic of the Congo",0.0,0.0,,,,,
NUT,,Nutuve Airport,"Nutuve, Papua New Guinea",-5.333944,151.65639,,,Papua New Guinea,PG,
CRW,KCRW,Yeager Airport,"Charleston, West Virginia, United States",38.37145,-81.59349,http://yeagerairport.com/,Charleston,United States,US,+1 304-344-8033
YVC,CYVC,La Ronge (Barber Field) Airport,"La Ronge, Saskatchewan, Canada",55.148067,-105.26686,http://cyvc.ca/,La Ronge,Canada,CA,+1 306-425-4530
LWI,,Lowai Airport,"Lowai, Papua New Guinea",0.0,0.0,,,,,
LIX,FWLK,Likoma Airport,"Likoma Island, Malawi",-12.075146,34.737423,,Likoma,Malawi,MW,
MVF,SBMS,Gov. Dix-Sept Rosado Airport,"Mossoró, Rio Grande do Norte, Brazil",0.0,0.0,,,,,
MVG,,Mevang Airport,"Mevang, Gabon",0.0,0.0,,,,,
MVH,,Macksville Airport,"Macksville, New South Wales, Australia",-30.675982,152.9825,,Nambucca Heads,Australia,AU,+61 429 982 888
MTR,SKMR,Los Garzones Airport,"Montería, Colombia",8.825196,-75.82401,http://www.aeropuertomonteria.co/,,Colombia,CO,+57 4 7911476
MUE,PHMU,Waimea-Kohala Airport,"Kamuela, Hawaii, United States",19.998394,-155.67332,http://hawaii.gov/mue,Waimea,United States,US,+1 808-887-8126
CSI,YCAS,Casino Airport,"Casino, New South Wales, Australia",-28.87831,153.05244,,Casino,Australia,AU,
MVM,,Kayenta Airport (FAA: 0V7),"Kayenta, Arizona, United States",36.71109,-110.23977,,Kayenta,United States,US,+1 928-697-8404
MUN,SVMT,José Tadeo Monagas International Airport,"Maturín, Venezuela",9.749867,-63.15707,,Maturin,Venezuela,VE,+58 424-8046833
MVO,FTTM,Mongo Airport,"Mongo, Chad",0.0,0.0,,,,,
SIO,YSMI,Smithton Airport,"Smithton, Tasmania, Australia",-40.834206,145.08342,,Smithton,Australia,AU,
CTP,SNCP,Carutapera Airport,"Carutapera, Maranhão, Brazil",0.0,0.0,,,,,
GSJ,MGSJ,San José Airport[2],"Puerto San José, Guatemala",37.364998,-121.9233,,San Jose,United States,US,
GUQ,SVGU,Guanare Airport,"Guanare, Venezuela",9.026787,-69.75401,,Guanare,Venezuela,VE,+58 416-0509710
GWD,OPGD,Gwadar International Airport,"Gwadar, Pakistan",25.23185,62.329315,http://www.caapakistan.com.pk/,Gwadar,Pakistan,PK,+92 86 4315046
AUG,KAUG,Augusta State Airport,"Augusta, Maine, United States",44.31882,-69.79554,http://www.augustamaine.gov/departments/augusta_state_airport/,Augusta,United States,US,+1 207-626-2306
AUM,KAUM,Austin Municipal Airport,"Austin, Minnesota, United States",43.66261,-92.93297,http://www.austinaeroflight.com/contact.php,Austin,United States,US,+1 507-433-1813
AUN,KAUN,Auburn Municipal Airport,"Auburn, California, United States",47.326523,-122.22451,https://auburnmunicipalairport.com/,Auburn,United States,US,+1 253-333-6821
AUO,KAUO,Auburn University Regional Airport,"Auburn, Alabama, United States",32.614586,-85.432686,http://auoairport.com/,Auburn,United States,US,+1 334-844-4597
AUR,LFLW,Aurillac – Tronquières Airport,"Aurillac, Auvergne, France",44.897808,2.420643,https://www.caba.fr/aeroport/,Aurillac,France,FR,+33 4 71 64 50 00
AUX,SWGN,Araguaína Airport,"Araguaína, Tocantins, Brazil",-7.2283916,-48.240532,,,Brazil,BR,+55 63 99291-8995
